"period","company_code","total_market_cap_yi","float_market_cap_yi","turnover_amount_yi","turnover_rate","pe","pb"
"2026-06","920786.BJ",13.3207,6.8443,1.7079,0.011342,40.7679,0.8448
"2022-12","920271.BJ",9.0924,2.2519,0.5422,0.010945,16.1376,1.5162
"2023-12","920271.BJ",10.2958,2.629,0.6901,0.011932,15.8178,2.8779
"2024-12","920271.BJ",12.0269,3.08,0.8069,0.011908,18.257,3.3214
"2025-12","920271.BJ",14.6028,3.9396,0.804,0.009276,16.492,1.9778
"2026-06","920271.BJ",15.5213,4.0032,1.1056,0.012554,18.6737,1.4606
"2022-12","920675.BJ",9.9555,2.9447,0.5147,0.007946,42.6709,0.3607
"2023-12","920675.BJ",9.822,2.8609,0.4802,0.007629,38.5868,0.5941
"2024-12","920675.BJ",11.2942,3.2928,0.9176,0.012667,34.9497,1.474
"2025-12","920675.BJ",14.3574,3.8961,0.8242,0.009616,42.7936,1.64
"2026-06","920675.BJ",14.1107,4.3106,0.5382,0.005675,39.5877,1.0766
"2022-12","920363.BJ",9.4983,3.7618,1.0992,0.013282,180,2.277
"2023-12","920363.BJ",10.3435,4.2506,1.0767,0.011514,180,2.643
"2024-12","920363.BJ",11.0318,4.2427,1.5288,0.016379,180,2.2289
"2025-12","920363.BJ",14.5554,5.6235,1.3204,0.010673,180,1.9845
"2026-06","920363.BJ",12.7564,5.2095,1.8927,0.016515,180,1.3463
"2022-12","920415.BJ",7.9727,4.3243,1.0662,0.011207,69.6447,1.3304
"2023-12","920415.BJ",9.9316,5.6911,1.2513,0.009994,58.8636,2.3745
"2024-12","920415.BJ",11.4711,6.7428,1.0329,0.006963,60.7245,1.6335
"2025-12","920415.BJ",13.758,7.7133,2.6331,0.015517,61.1374,1.8923
"2026-06","920415.BJ",13.8719,7.3882,2.6766,0.016467,49.7208,2.1159
"2022-12","920566.BJ",7.9834,5.5555,1.0217,0.00836,30,0.35
"2023-12","920566.BJ",10.222,7.0116,1.7458,0.011318,30,0.35
"2024-12","920566.BJ",12.0835,8.0391,1.3335,0.00754,30,1.8297
"2025-12","920566.BJ",12.1545,8.7304,2.9107,0.015154,30,0.35
"2026-06","920566.BJ",15.0148,10.0051,3.3953,0.015425,34.1284,0.35
"2022-12","920270.BJ",7.1801,1.8753,0.4576,0.011091,67.1721,0.4184
"2023-12","920270.BJ",9.1569,2.6242,0.9544,0.016531,74.4532,0.35
"2024-12","920270.BJ",10.9235,2.8781,0.7667,0.012109,63.8374,2.0579
"2025-12","920270.BJ",12.0825,3.4133,0.8051,0.010721,53.4492,0.35
"2026-06","920270.BJ",15.2065,4.0978,0.8871,0.00984,64.971,0.35
"2022-12","920130.BJ",7.5674,2.5578,0.672,0.011943,43.5569,2.9697
"2023-12","920130.BJ",8.5963,2.7235,0.8515,0.014211,35.9671,2.9667
"2024-12","920130.BJ",10.9389,3.4813,1.2726,0.016617,46.051,3.3035
"2025-12","920130.BJ",13.3999,4.644,1.0266,0.010048,31.7477,2.2995
"2026-06","920130.BJ",13.8837,4.8186,0.9751,0.009198,40.4053,2.7143
"2022-12","920204.BJ",7.4588,2.4736,0.3614,0.006641,55.025,2.5356
"2023-12","920204.BJ",8.0627,2.9118,0.5041,0.007869,62.4526,0.659
"2024-12","920204.BJ",9.5804,3.2185,0.4866,0.006872,65.2018,2.3838
"2025-12","920204.BJ",14.1657,4.773,0.9807,0.009339,54.9761,1.3027
"2026-06","920204.BJ",15.1443,5.579,0.9542,0.007774,59.891,1.0839
"2022-12","920346.BJ",9.3819,3.4206,1.0458,0.013898,26.3876,2.1084
"2023-12","920346.BJ",10.8108,3.8051,1.3629,0.016281,30.9851,2.623
"2024-12","920346.BJ",10.8763,3.9401,0.8801,0.010153,34.3062,2.2138
"2025-12","920346.BJ",14.7516,5.123,1.3526,0.012002,35.3679,2.2994
"2026-06","920346.BJ",13.8205,4.8161,1.0989,0.010371,28.2707,2.5773
"2022-12","920541.BJ",7.7286,3.3001,1.0399,0.014323,22.1174,1.21
"2023-12","920541.BJ",10.4624,4.3839,0.7775,0.008062,35.4286,0.7681
"2024-12","920541.BJ",12.7188,5.5858,1.2766,0.010389,30.1732,1.7436
"2025-12","920541.BJ",12.5028,5.7133,1.1676,0.009289,14.0321,0.7329
"2026-06","920541.BJ",14.6892,6.1079,1.4465,0.010765,16.5107,1.5079
"2022-12","920374.BJ",10.0286,3.7258,1.0239,0.012492,133.3488,0.4645
"2023-12","920374.BJ",10.3429,3.8295,1.16,0.013769,163.8557,0.35
"2024-12","920374.BJ",13.5359,4.6438,1.006,0.009847,187.178,0.35
"2025-12","920374.BJ",14.0429,5.0871,1.1441,0.010223,175.4674,0.35
"2026-06","920374.BJ",13.232,4.4639,0.7438,0.007574,168.9696,1.1109
"2022-12","920896.BJ",8.4025,2.0978,0.7938,0.017198,26.9007,0.8874
"2023-12","920896.BJ",9.6295,2.3323,0.8814,0.017177,36.3567,1.6748
"2024-12","920896.BJ",12.7746,3.1149,0.7907,0.011539,22.5396,1.7872
"2025-12","920896.BJ",14.5824,3.6817,0.8976,0.011082,37.3808,0.9152
"2026-06","920896.BJ",12.4727,3.3558,0.5203,0.007047,21.6294,1.4484
"2022-12","920665.BJ",8.4349,2.597,0.6658,0.011654,47.5865,0.9525
"2023-12","920665.BJ",10.263,3.4468,0.7188,0.009479,44.4953,1.6052
"2024-12","920665.BJ",12.8051,4.1258,1.2557,0.013834,36.2192,0.7306
"2025-12","920665.BJ",12.5036,3.7587,0.9628,0.011644,43.7792,1.6458
"2026-06","920665.BJ",14.6797,4.4705,0.8759,0.008906,42.1943,1.5245
"2022-12","920656.BJ",6.8458,1.66,0.6748,0.018478,19.6071,2.5216
"2023-12","920656.BJ",10.0146,2.4981,0.3292,0.005991,21.1144,2.9473
"2024-12","920656.BJ",9.6589,2.2902,0.4221,0.008378,19.7221,2.7575
"2025-12","920656.BJ",14.2267,3.4529,1.1648,0.015334,20.6077,1.5554
"2026-06","920656.BJ",12.3884,3.1583,0.7164,0.01031,22.3871,1.7324
"2022-12","920066.BJ",9.2091,2.8389,0.5901,0.009449,51.7514,1.4331
"2023-12","920066.BJ",9.3325,2.8421,0.4923,0.007873,63.0501,1.3328
"2024-12","920066.BJ",11.5448,3.6742,1.1948,0.014781,63.1429,1.7463
"2025-12","920066.BJ",13.3077,4.2118,0.8044,0.008682,45.1859,1.5281
"2026-06","920066.BJ",14.2888,4.5845,0.5287,0.005242,59.7816,1.4577
"2022-12","920976.BJ",7.3304,2.9116,0.6744,0.010529,23.1677,2.1661
"2023-12","920976.BJ",10.1843,4.0479,0.7006,0.007868,25.5396,2.5379
"2024-12","920976.BJ",10.3449,3.8719,0.5932,0.006964,19.157,1.5039
"2025-12","920976.BJ",11.9289,4.7234,1.7981,0.017304,20.9572,1.9973
"2026-06","920976.BJ",12.7118,5.2629,1.2717,0.010983,25.2772,1.8919
"2022-12","920022.BJ",8.6101,2.4379,0.7169,0.013366,16.3919,2.0021
"2023-12","920022.BJ",10.5127,2.9946,0.5058,0.007677,22.8634,2.3496
"2024-12","920022.BJ",10.3898,2.9129,0.9036,0.0141,16.2467,3.0689
"2025-12","920022.BJ",14.5574,4.2302,1.0427,0.011204,24.6013,3.202
"2026-06","920022.BJ",12.8124,3.6353,0.7731,0.009667,22.4853,3.0311
"2022-12","920639.BJ",8.5885,4.1541,1.0248,0.011213,64.1304,2.442
"2023-12","920639.BJ",8.9629,4.0132,1.454,0.016468,78.8777,2.8452
"2024-12","920639.BJ",10.4132,5.0004,1.9029,0.017298,71.3529,3.5803
"2025-12","920639.BJ",13.4853,6.3351,1.7624,0.012645,49.5923,3.745
"2026-06","920639.BJ",13.1052,6.1841,2.0679,0.0152,75.3664,2.814
"2022-12","920570.BJ",6.5996,2.2916,0.6003,0.011907,87.4914,1.5258
"2023-12","920570.BJ",9.5195,3.394,0.8453,0.011321,109.9119,1.8767
"2024-12","920570.BJ",10.1894,3.457,0.8378,0.011015,76.024,2.3001
"2025-12","920570.BJ",11.1317,4.0514,1.1774,0.01321,93.9364,2.0023
"2026-06","920570.BJ",12.8294,4.3951,1.2864,0.013304,101.4468,2.0125
"2022-12","920168.BJ",7.9614,2.9127,0.6916,0.010793,19.5543,3.3979
"2023-12","920168.BJ",8.6553,3.0854,0.8805,0.012971,18.6555,4.1813
"2024-12","920168.BJ",10.04,3.6372,0.8953,0.011188,14.2589,3.8324
"2025-12","920168.BJ",11.919,4.324,1.6064,0.016887,18.1975,2.6662
"2026-06","920168.BJ",13.6227,5.0401,1.5201,0.013709,19.1965,3.8278
"2022-12","920475.BJ",7.8132,2.2452,0.703,0.014232,30.6821,2.8476
"2023-12","920475.BJ",9.5027,2.7143,0.4786,0.008016,32.5195,3.2138
"2024-12","920475.BJ",11.3869,3.1369,0.4813,0.006974,31.2361,2.1353
"2025-12","920475.BJ",11.3498,3.1068,1.1659,0.017058,43.8419,3.021
"2026-06","920475.BJ",13.0261,3.9186,0.4099,0.004755,39.7723,3.1484
"2022-12","920454.BJ",8.4539,3.2215,0.3163,0.004462,45.1346,2.786
"2023-12","920454.BJ",8.7769,3.4198,0.6613,0.008789,35.0353,1.9621
"2024-12","920454.BJ",9.7893,3.8323,1.0905,0.012934,35.7909,1.7697
"2025-12","920454.BJ",12.5196,4.9293,1.3384,0.012342,55.2831,2.0782
"2026-06","920454.BJ",13.1835,5.0992,1.3454,0.011993,47.1006,1.4424
"2022-12","920163.BJ",8.6764,2.5162,0.6214,0.011226,27.3128,2.0452
"2023-12","920163.BJ",8.5295,2.3161,0.3124,0.006131,28.9753,1.4189
"2024-12","920163.BJ",11.0981,3.2447,1.2443,0.017432,28.9673,2.2051
"2025-12","920163.BJ",13.3813,3.7398,0.6254,0.007601,30.1157,1.1689
"2026-06","920163.BJ",13.1958,3.5201,0.4927,0.006362,20.0526,1.8476
"2022-12","920195.BJ",6.7621,2.7226,0.5967,0.009963,11.2756,1.8941
"2023-12","920195.BJ",7.2573,2.858,0.6369,0.01013,14.8125,1.6975
"2024-12","920195.BJ",11,4.5127,0.8381,0.008442,12.1516,1.4181
"2025-12","920195.BJ",12.5488,4.9906,0.5686,0.005178,13.135,1.9385
"2026-06","920195.BJ",13.6608,5.7018,0.9157,0.0073,11.2765,1.3371
"2022-12","920634.BJ",6.6297,2.019,0.6815,0.015343,151.5894,0.35
"2023-12","920634.BJ",8.1654,2.3361,0.6888,0.013402,113.5762,0.35
"2024-12","920634.BJ",10.4113,3.054,0.7461,0.011105,115.3388,0.35
"2025-12","920634.BJ",12.7283,4.0441,1.0819,0.01216,156.2846,0.35
"2026-06","920634.BJ",11.4584,3.4527,0.6994,0.009207,122.1176,0.35
"2022-12","920392.BJ",9.0525,2.1405,0.6246,0.013264,62.0427,1.5963
"2023-12","920392.BJ",9.8275,2.3642,0.572,0.010998,54.0771,1.7689
"2024-12","920392.BJ",12.0469,2.8564,0.2403,0.003824,78.0835,1.1738
"2025-12","920392.BJ",12.1183,3.1217,0.6847,0.009969,62.1494,1.4208
"2026-06","920392.BJ",14.023,3.5821,0.9038,0.011468,76.4919,1.2438
"2022-12","920651.BJ",7.4622,1.9253,0.3688,0.008707,20.4002,2.6549
"2023-12","920651.BJ",9.9975,2.7022,0.3452,0.005807,20.0087,2.0835
"2024-12","920651.BJ",9.944,2.6526,0.4242,0.00727,18.762,2.6801
"2025-12","920651.BJ",13.0743,3.2852,0.8504,0.011766,15.2933,1.9405
"2026-06","920651.BJ",11.1055,2.6899,0.6398,0.010812,16.0624,2.5706
"2022-12","920429.BJ",7.2151,3.4684,0.5123,0.006714,121.0375,0.35
"2023-12","920429.BJ",9.0334,4.2882,0.7016,0.007437,54.3641,0.9436
"2024-12","920429.BJ",9.8442,4.9147,0.3169,0.002931,119.9572,0.35
"2025-12","920429.BJ",11.779,5.7349,1.2569,0.009962,90.0653,1.4217
"2026-06","920429.BJ",12.4229,6.0964,1.1841,0.008829,100.9919,1.4337
"2022-12","920826.BJ",8.2374,3.6044,0.6348,0.008005,23.9133,1.6504
"2023-12","920826.BJ",8.2052,3.4948,0.546,0.007102,19.9686,2.3847
"2024-12","920826.BJ",10.7652,4.4916,1.0313,0.010437,31.2931,1.701
"2025-12","920826.BJ",11.2115,4.6488,0.9363,0.009155,25.006,2.1005
"2026-06","920826.BJ",12.4404,4.9952,1.15,0.010464,26.3743,1.8674
"2022-12","920039.BJ",7.9299,2.7438,0.5663,0.009382,37.2155,1.2879
"2023-12","920039.BJ",11.0548,3.5303,0.7187,0.009254,42.0706,1.752
"2024-12","920039.BJ",11.5941,3.9883,0.588,0.006702,47.8844,1.203
"2025-12","920039.BJ",13.1293,4.1097,0.7042,0.007788,48.1659,1.4247
"2026-06","920039.BJ",12.8688,4.2403,0.8716,0.009344,50.8155,1.3352
"2022-12","920556.BJ",7.134,3.7119,1.2744,0.015607,64.2844,2.5796
"2023-12","920556.BJ",7.5604,3.9594,1.4333,0.016455,58.4231,1.6989
"2024-12","920556.BJ",10.8154,5.8797,0.882,0.006819,50.8822,1.9654
"2025-12","920556.BJ",11.0784,5.6444,1.1863,0.009553,63.3059,1.8094
"2026-06","920556.BJ",12.3907,6.3141,1.8871,0.013585,68.7456,0.35
"2022-12","920642.BJ",9.45,5.0651,0.6143,0.005513,48.0393,1.3355
"2023-12","920642.BJ",10.9982,6.0767,1.8501,0.013839,33.3821,1.6974
"2024-12","920642.BJ",10.3466,5.3879,0.4016,0.003388,47.3844,1.2077
"2025-12","920642.BJ",12.3591,6.2982,1.3604,0.009818,41.6802,1.5707
"2026-06","920642.BJ",11.606,5.7914,0.9079,0.007126,36.6034,1.744
"2022-12","920058.BJ",6.3683,1.6514,0.4371,0.012031,24.061,1.8696
"2023-12","920058.BJ",8.9055,2.2207,0.7243,0.014826,19.4911,1.8877
"2024-12","920058.BJ",8.567,2.1,0.3192,0.00691,23.3505,2.2507
"2025-12","920058.BJ",11.5959,2.8616,0.6356,0.010097,24.2118,1.1624
"2026-06","920058.BJ",13.7423,3.5312,0.5835,0.007511,27.3095,2.6694
"2022-12","920992.BJ",6.6241,2.2644,0.5737,0.011516,50.809,2.2579
"2023-12","920992.BJ",9.2664,2.8692,0.9586,0.015186,58.982,2.0786
"2024-12","920992.BJ",10.2465,3.366,0.8579,0.011584,46.464,1.2018
"2025-12","920992.BJ",10.9614,3.5972,0.6062,0.007659,58.2728,2.679
"2026-06","920992.BJ",11.0373,3.788,0.617,0.007404,75.378,2.3912
"2022-12","920906.BJ",7.6373,2.5734,0.8192,0.01447,36.0653,2.1542
"2023-12","920906.BJ",7.9618,2.7991,0.8361,0.013578,41.0086,2.5272
"2024-12","920906.BJ",10.0996,3.4303,0.9375,0.012423,33.8392,2.3765
"2025-12","920906.BJ",12.4935,4.4109,1.0157,0.010467,31.1457,1.4148
"2026-06","920906.BJ",13.159,4.3574,0.9238,0.009637,39.9128,2.4607
"2022-12","920942.BJ",7.1987,3.8386,1.2804,0.015161,159.8023,0.35
"2023-12","920942.BJ",8.8353,4.6427,1.2192,0.011937,116.7419,1.2378
"2024-12","920942.BJ",10.8735,5.9104,1.1213,0.008624,169.7515,0.35
"2025-12","920942.BJ",10.953,6.2256,1.6614,0.01213,161.0972,0.6862
"2026-06","920942.BJ",11.0321,5.6898,1.1174,0.008927,142.5211,0.6765
"2022-12","920964.BJ",9.1057,4.4412,0.2897,0.002965,40.8055,2.106
"2023-12","920964.BJ",10.6984,5.5294,0.8798,0.007232,45.1396,1.104
"2024-12","920964.BJ",11.3959,5.8883,1.1505,0.008882,42.9768,1.821
"2025-12","920964.BJ",11.2078,5.8146,0.5883,0.004599,46.7623,1.361
"2026-06","920964.BJ",12.9442,6.7689,1.2231,0.008213,37.4283,1.2394
"2022-12","920395.BJ",7.4156,2.9245,0.6309,0.009805,27.8741,2.2471
"2023-12","920395.BJ",8.1222,3.3347,0.9202,0.012543,28.4405,2.5009
"2024-12","920395.BJ",10.2092,4.1956,1.2402,0.013436,38.6698,2.066
"2025-12","920395.BJ",11.7154,4.5522,1.1371,0.011354,32.3811,2.5997
"2026-06","920395.BJ",13.4453,5.8682,1.4648,0.011346,29.9734,2.6812
"2022-12","920027.BJ",8.4258,4.452,0.7814,0.007978,25.7207,2.5954
"2023-12","920027.BJ",8.6262,4.675,0.9822,0.00955,27.2342,2.7269
"2024-12","920027.BJ",9.6129,5.0403,0.9596,0.008654,27.1394,1.653
"2025-12","920027.BJ",11.7474,6.3976,0.8483,0.006027,26.9828,2.4354
"2026-06","920027.BJ",11.0035,6.0208,1.0824,0.008172,28.0674,2.1433
"2022-12","920407.BJ",6.0607,1.5071,0.5046,0.01522,126.703,1.1203
"2023-12","920407.BJ",7.9509,2.0741,0.3322,0.00728,103.898,0.6223
"2024-12","920407.BJ",10.4179,2.5187,0.6734,0.012153,89.8196,0.8964
"2025-12","920407.BJ",11.111,2.7813,0.6366,0.010403,84.4038,1.5426
"2026-06","920407.BJ",12.1819,3.1585,0.4593,0.006609,68.0468,0.8218
"2022-12","920198.BJ",6.2218,2.5612,0.2861,0.005077,170.2484,2.5015
"2023-12","920198.BJ",8.2949,3.7224,0.6917,0.008447,137.259,1.9632
"2024-12","920198.BJ",9.1974,3.8639,0.7611,0.008954,174.9984,2.8486
"2025-12","920198.BJ",11.8772,5.1087,1.3319,0.011851,118.6586,2.3594
"2026-06","920198.BJ",10.9696,4.6966,0.936,0.009059,178.1794,2.2612
"2022-12","920876.BJ",7.5839,2.9221,0.7874,0.012248,38.179,1.6889
"2023-12","920876.BJ",8.1602,3.2013,0.2763,0.003923,40.4647,1.8102
"2024-12","920876.BJ",9.686,3.4675,0.7209,0.00945,41.6193,1.937
"2025-12","920876.BJ",11.6753,4.3753,1.0122,0.010515,30.9894,1.9939
"2026-06","920876.BJ",11.692,4.2932,0.7721,0.008175,35.3643,1.7448
"2022-12","920375.BJ",5.9087,3.0651,0.7999,0.011862,220,1.2135
"2023-12","920375.BJ",8.1177,4.132,0.6272,0.0069,180,1.5738
"2024-12","920375.BJ",10.1606,5.5197,1.269,0.01045,220,1.6745
"2025-12","920375.BJ",10.1158,4.9588,1.0363,0.0095,157.9048,2.0996
"2026-06","920375.BJ",10.8453,5.6428,1.5367,0.012379,220,1.1414
"2022-12","920263.BJ",7.7003,3.757,0.803,0.009715,38.7161,1.3471
"2023-12","920263.BJ",9.1832,4.1998,0.4932,0.005338,65.0913,1.2364
"2024-12","920263.BJ",10.6442,4.9599,1.3866,0.012708,33.5787,1.3695
"2025-12","920263.BJ",10.6231,4.8257,0.7604,0.007163,48.8881,1.5888
"2026-06","920263.BJ",11.7653,5.1736,1.5497,0.013615,43.3856,1.6573
"2022-12","920575.BJ",7.3907,5.0343,0.7658,0.006914,45.1383,2.0894
"2023-12","920575.BJ",9.0299,6.1811,1.4943,0.010989,42.0133,2.477
"2024-12","920575.BJ",9.8398,6.5188,0.9873,0.006884,45.8194,2.9987
"2025-12","920575.BJ",13.0897,8.4479,1.9717,0.010609,48.1961,1.4142
"2026-06","920575.BJ",12.2249,7.8286,2.3217,0.01348,43.5292,2.3522
"2022-12","920873.BJ",6.7273,4.4875,0.3939,0.00399,48.123,1.6537
"2023-12","920873.BJ",8.9251,6.0753,1.0832,0.008105,49.4706,1.6848
"2024-12","920873.BJ",9.9079,6.342,0.281,0.002014,32.5867,2.0028
"2025-12","920873.BJ",11.2802,8.0165,1.9899,0.011283,33.1268,2.2209
"2026-06","920873.BJ",11.4645,7.9833,1.6817,0.009575,46.2121,2.5436
"2022-12","920768.BJ",6.7938,3.4977,0.276,0.003586,16.4255,2.7037
"2023-12","920768.BJ",7.4153,3.8772,1.2204,0.014307,17.4485,2.4202
"2024-12","920768.BJ",9.8342,5.255,0.6271,0.005424,19.4979,1.4755
"2025-12","920768.BJ",11.6251,6.3197,0.7616,0.005478,20.1116,2.4983
"2026-06","920768.BJ",12.2252,6.6118,1.75,0.012031,20.2846,2.1238
"2022-12","920378.BJ",6.5067,3.1356,0.8903,0.012905,59.6326,1.8487
"2023-12","920378.BJ",8.0466,3.8359,0.7171,0.008498,43.4521,2.3214
"2024-12","920378.BJ",10.405,4.6576,0.3315,0.003236,57.3108,2.8063
"2025-12","920378.BJ",11.9396,5.6776,0.3915,0.003134,56.8701,1.8078
"2026-06","920378.BJ",11.4462,5.0673,0.8098,0.007264,54.707,2.1681
"2022-12","920433.BJ",6.3614,2.3707,0.5383,0.010321,47.3739,0.35
"2023-12","920433.BJ",7.5464,2.7864,0.5157,0.008413,44.1926,0.35
"2024-12","920433.BJ",8.9051,3.2999,0.7013,0.00966,80.011,0.35
"2025-12","920433.BJ",11.7443,4.2275,1.3865,0.014908,40.4421,0.3855
"2026-06","920433.BJ",11.6984,4.3498,0.4111,0.004296,49.6564,0.35
"2022-12","920351.BJ",6.6136,2.8688,0.4293,0.006801,84.6195,1.8169
"2023-12","920351.BJ",8.3384,3.4304,0.5841,0.007739,73.7113,2.0792
"2024-12","920351.BJ",9.376,4.0769,0.5896,0.006573,92.9716,1.7795
"2025-12","920351.BJ",10.402,4.0753,0.7449,0.008308,90.4296,2.5277
"2026-06","920351.BJ",11.8374,4.9404,0.8118,0.007469,78.296,2.2765
"2022-12","920833.BJ",5.8663,2.5542,0.6008,0.010693,87.1838,1.166
"2023-12","920833.BJ",7.1304,3.1669,0.6033,0.008659,50.0005,1.7107
"2024-12","920833.BJ",8.8985,3.9691,0.6955,0.007966,57.8276,2.1666
"2025-12","920833.BJ",10.0396,4.3298,0.9371,0.009838,44.6389,1.8606
"2026-06","920833.BJ",10.6284,4.8798,1.7606,0.0164,66.4539,0.764
"2022-12","920641.BJ",7.4292,2.8268,0.8075,0.012985,180,2.9515
"2023-12","920641.BJ",8.6375,3.1999,0.5671,0.008055,172.1479,3.068
"2024-12","920641.BJ",10.2459,3.8253,0.5276,0.006269,180,2.8065
"2025-12","920641.BJ",9.9839,4.0606,1.2986,0.014536,180,3.128
"2026-06","920641.BJ",11.1784,4.3532,1.0735,0.01121,159.8486,2.1684
"2022-12","920925.BJ",7.8873,3.1087,0.6363,0.009303,180,2.32
"2023-12","920925.BJ",9.359,3.6318,0.7902,0.00989,180,1.2449
"2024-12","920925.BJ",11.1416,4.5053,1.3933,0.014057,180,1.6963
"2025-12","920925.BJ",11.6335,4.7747,1.1022,0.010493,180,1.6516
"2026-06","920925.BJ",12.2036,4.4881,1.064,0.010775,220,0.5749
"2022-12","920427.BJ",8.0853,2.3332,0.1093,0.00213,35.6113,2.208
"2023-12","920427.BJ",8.7832,2.6763,0.3305,0.005613,36.33,1.9426
"2024-12","920427.BJ",10.0344,3.1305,0.2467,0.003583,29.92,1.9246
"2025-12","920427.BJ",12.8607,4.141,0.6233,0.006842,47.2157,1.4902
"2026-06","920427.BJ",11.6328,3.3789,0.518,0.006968,35.0392,1.8439
"2022-12","920834.BJ",7.0615,2.1674,0.4026,0.008443,24.86,1.846
"2023-12","920834.BJ",7.7416,2.2912,0.4323,0.008577,22.7755,1.8357
"2024-12","920834.BJ",10.2061,3.1908,0.6765,0.009637,30.4356,1.1189
"2025-12","920834.BJ",10.6514,3.1562,1.0873,0.015659,19.2203,1.0154
"2026-06","920834.BJ",11.3526,3.3427,0.5716,0.007772,28.0449,1.7234
"2022-12","920496.BJ",8.2396,5.0209,1.3797,0.01249,181.7434,0.35
"2023-12","920496.BJ",8.8228,5.6402,0.4856,0.003914,210.359,0.5989
"2024-12","920496.BJ",11.0905,6.5885,1.4543,0.010034,168.3858,0.35
"2025-12","920496.BJ",11.2266,7.1277,1.3897,0.008863,215.2801,0.35
"2026-06","920496.BJ",12.2696,7.5818,0.9129,0.005473,185.6586,0.35
"2022-12","920000.BJ",6.5259,2.357,0.4267,0.008229,34.1083,0.35
"2023-12","920000.BJ",7.2754,2.6075,0.4591,0.008004,16.7184,0.9336
"2024-12","920000.BJ",10.0939,3.4313,0.711,0.009418,13.4378,1.623
"2025-12","920000.BJ",10.5231,3.528,0.521,0.006713,18.48,2.09
"2026-06","920000.BJ",10.0002,3.2447,0.6462,0.009052,21.0958,2.2157
"2022-12","920175.BJ",6.3728,3.3831,0.4641,0.006236,30.5071,2.2841
"2023-12","920175.BJ",7.5374,4.2758,0.5098,0.00542,40.6038,1.1778
"2024-12","920175.BJ",10.6506,6.1967,0.7159,0.005252,35.511,1.9148
"2025-12","920175.BJ",10.5588,5.5336,0.4423,0.003633,33.8566,1.9793
"2026-06","920175.BJ",11.0768,6.4225,1.054,0.00746,44.6025,2.2857
"2022-12","920123.BJ",6.058,2.0618,0.1455,0.003207,57.8829,0.35
"2023-12","920123.BJ",7.5068,2.7777,0.5596,0.009157,35.0008,0.35
"2024-12","920123.BJ",8.7531,3.3238,0.671,0.009177,60.6224,0.35
"2025-12","920123.BJ",10.8593,3.7816,0.6126,0.007363,35.0317,0.35
"2026-06","920123.BJ",10.415,3.5542,0.1464,0.001872,52.0012,0.7839
"2022-12","920857.BJ",5.7589,1.6648,0.2515,0.006866,41.1497,3.2671
"2023-12","920857.BJ",7.7505,2.2541,0.3075,0.0062,48.6636,2.8951
"2024-12","920857.BJ",8.4134,2.6386,0.5137,0.008849,43.1947,3.0994
"2025-12","920857.BJ",11.6199,3.395,0.5847,0.007828,36.2072,2.7935
"2026-06","920857.BJ",12.1394,3.56,0.8343,0.010652,32.342,2.9263
"2022-12","920866.BJ",8.2091,4.0834,0.5822,0.006481,55.8575,0.35
"2023-12","920866.BJ",8.7596,4.3572,0.4619,0.004818,43.7488,0.35
"2024-12","920866.BJ",9.5748,4.9181,0.5421,0.00501,48.6041,0.35
"2025-12","920866.BJ",9.8316,5.0125,0.5344,0.004846,59.2459,0.35
"2026-06","920866.BJ",9.9789,4.7747,0.5354,0.005096,50.7677,0.8281
"2022-12","920974.BJ",6.5005,4.1415,0.4489,0.004926,27.5834,2.5746
"2023-12","920974.BJ",8.091,5.546,0.7634,0.006256,31.4202,2.7492
"2024-12","920974.BJ",9.0857,6.4303,1.3948,0.00986,41.9418,2.1467
"2025-12","920974.BJ",11.8431,8.2735,0.6991,0.003841,30.5599,1.9802
"2026-06","920974.BJ",11.9908,8.0566,0.0709,4e-04,30.0725,1.8719
"2022-12","920262.BJ",7.0713,1.8652,0.1411,0.003439,25.1886,1.3731
"2023-12","920262.BJ",7.3592,1.8924,0.0529,0.00127,33.4407,1.8061
"2024-12","920262.BJ",8.9149,2.393,0.3243,0.006159,21.262,1.3443
"2025-12","920262.BJ",11.3094,2.8616,0.4154,0.006598,21.1516,0.5266
"2026-06","920262.BJ",10.0006,2.6714,0.6439,0.010956,27.9356,0.9844
"2022-12","920455.BJ",6.7514,2.1164,0.3299,0.007086,69.5865,0.35
"2023-12","920455.BJ",8.6213,2.7089,0.5662,0.0095,71.3078,0.4341
"2024-12","920455.BJ",8.4819,2.5915,0.4706,0.008255,72.2905,0.35
"2025-12","920455.BJ",11.6951,3.612,0.752,0.009464,53.7321,0.7649
"2026-06","920455.BJ",10.7524,3.3903,0.6614,0.008868,75.3828,0.6208
"2022-12","920436.BJ",5.6395,2.0185,0.2611,0.005881,34.8937,1.9917
"2023-12","920436.BJ",6.8061,2.3377,0.3728,0.00725,42.7972,2.1386
"2024-12","920436.BJ",7.5736,2.5549,0.6436,0.01145,48.2006,1.6885
"2025-12","920436.BJ",9.5469,3.5053,0.824,0.010686,30.3426,1.6114
"2026-06","920436.BJ",11.2487,4.0686,0.7044,0.00787,46.6153,2.0402
"2022-12","920075.BJ",7.6585,3.0497,0.1424,0.002122,36.6016,1.5775
"2023-12","920075.BJ",9.237,3.5497,0.0981,0.001256,49.7506,1.6249
"2024-12","920075.BJ",10.2077,4.0832,0.4872,0.005424,40.6926,0.4265
"2025-12","920075.BJ",9.7702,3.6065,0.6063,0.007642,41.3621,2.2015
