"period","company_code","revenue_yi","net_profit_yi","deduct_net_profit_yi","roe","gross_margin","net_margin","operating_cashflow_yi","r_and_d_expense_yi","r_and_d_ratio"
"2026-06","920050.BJ",6.1768,0.4746,0.481,0.113289,0.39518,0.07683,0.3506,0.5327,0.086239
"2022-12","920011.BJ",2.8142,0.0751,0.0514,0.080226,0.42023,0.026686,0.1589,0.2815,0.10003
"2023-12","920011.BJ",3.112,0.2034,0.1737,0.117353,0.301865,0.065356,0.208,0.3215,0.103299
"2024-12","920011.BJ",3.4442,0.2068,0.1687,0.070163,0.201355,0.060034,0.2251,0.358,0.103951
"2025-12","920011.BJ",3.6582,0.2256,0.186,0.089569,0.402559,0.061682,0.1483,0.4162,0.113782
"2026-06","920011.BJ",3.8276,0.368,0.2818,0.150157,0.432513,0.096156,0.1716,0.4623,0.120777
"2022-12","920128.BJ",2.9394,0.2572,0.1792,0.130371,0.281041,0.087518,0.3473,0.2032,0.069119
"2023-12","920128.BJ",3.1942,0.1636,0.1113,0.101743,0.218598,0.051207,0.1546,0.2253,0.070519
"2024-12","920128.BJ",3.6342,0.2537,0.2547,0.056354,0.180396,0.069812,0.2608,0.3104,0.085404
"2025-12","920128.BJ",4.1927,0.2189,0.1715,0.064173,0.219418,0.052217,0.2519,0.2857,0.06815
"2026-06","920128.BJ",4.1913,0.1055,0.0489,0.039221,0.287527,0.025162,-0.0654,0.2587,0.061719
"2022-12","920726.BJ",3.89,0.1824,0.1435,0.044646,0.285812,0.046884,0.2946,0.1348,0.034648
"2023-12","920726.BJ",4.4918,0.1955,0.1794,0.047011,0.236947,0.043517,0.3121,0.1521,0.033864
"2024-12","920726.BJ",4.6622,0.1119,0.1045,0.067364,0.307179,0.024002,0.0644,0.1307,0.028036
"2025-12","920726.BJ",5.3747,0.2528,0.2046,0.036947,0.188238,0.047037,0.1105,0.1402,0.026083
"2026-06","920726.BJ",6.3442,0.0968,0.0216,-0.011655,0.238399,0.015263,0.161,0.2019,0.031827
"2022-12","920169.BJ",4.3992,0.1373,0.0995,0.077813,0.314482,0.031212,0.2253,0.4117,0.093594
"2023-12","920169.BJ",4.4764,0.4641,0.3827,0.153842,0.369018,0.103674,0.4042,0.4082,0.09119
"2024-12","920169.BJ",5.2779,0.2319,0.2117,0.059622,0.211485,0.043936,0.3207,0.4012,0.076016
"2025-12","920169.BJ",5.6353,0.3688,0.3213,0.083829,0.298706,0.065443,0.5362,0.4343,0.077071
"2026-06","920169.BJ",5.8778,0.5805,0.526,0.177287,0.076595,0.098758,0.648,0.5739,0.097633
"2022-12","920187.BJ",9.9622,0.8047,0.6958,0.105215,0.274211,0.080778,1.0842,0.8388,0.084199
"2023-12","920187.BJ",9.0278,0.4667,0.3974,0.036478,0.219073,0.051695,0.7191,0.9375,0.103849
"2024-12","920187.BJ",8.6504,0.945,0.9411,0.116149,0.333333,0.109247,1.2969,0.814,0.094104
"2025-12","920187.BJ",7.0575,0.91,0.843,0.113574,0.216086,0.128936,0.754,0.697,0.098757
"2026-06","920187.BJ",7.3856,0.5279,0.4476,0.062759,0.283048,0.071479,-0.0511,0.6308,0.085409
"2022-12","920663.BJ",4.4586,0.2813,0.193,0.096086,0.328379,0.063082,0.3467,0.3084,0.069162
"2023-12","920663.BJ",4.4871,0.3454,0.3332,0.075603,0.23941,0.076971,0.3246,0.2633,0.058685
"2024-12","920663.BJ",4.9985,0.2995,0.2661,0.090239,0.28234,0.059923,0.3313,0.3637,0.072772
"2025-12","920663.BJ",6.3196,0.4779,0.36,0.088043,0.313066,0.07562,0.6267,0.4021,0.063621
"2026-06","920663.BJ",6.5432,0.418,0.3457,0.114632,0.250068,0.063882,0.3089,0.5208,0.079592
"2022-12","920003.BJ",6.5127,0.3019,0.2592,0.033038,0.117337,0.046362,0.3771,0.2672,0.041024
"2023-12","920003.BJ",6.7921,0.4131,0.2903,0.099588,0.364426,0.060814,0.1818,0.2531,0.037268
"2024-12","920003.BJ",6.7873,0.2689,0.176,0.081201,0.212428,0.039612,0.5538,0.2111,0.031103
"2025-12","920003.BJ",6.7627,0.3695,0.2913,0.063228,0.14839,0.054639,0.6396,0.2689,0.039759
"2026-06","920003.BJ",7.011,0.3488,0.3021,0.073588,0.391779,0.049746,0.2049,0.2911,0.041518
"2022-12","920191.BJ",6.0871,0.2012,0.1189,-0.013852,0.223119,0.033058,0.4254,0.4167,0.068452
"2023-12","920191.BJ",6.3633,0.2958,0.2471,0.051284,0.09337,0.046478,0.3998,0.4049,0.063638
"2024-12","920191.BJ",6.2038,0.1085,0.1022,0.012948,0.200549,0.017496,0.3218,0.454,0.073186
"2025-12","920191.BJ",6.2697,-0.0283,-0.074,-0.000166,0.276071,-0.004508,0.0517,0.4962,0.079142
"2026-06","920191.BJ",7.018,0.2853,0.2022,0.083942,0.225307,0.040659,0.4525,0.4873,0.069434
"2022-12","920158.BJ",7.036,0.4119,0.3951,0.083345,0.30359,0.058541,0.169,0.6022,0.085582
"2023-12","920158.BJ",8.0512,0.3293,0.2979,0.059343,0.378616,0.040901,0.464,0.524,0.065082
"2024-12","920158.BJ",8.7306,0.7856,0.6552,0.048549,0.244474,0.089982,0.7767,0.5277,0.060444
"2025-12","920158.BJ",9.669,0.6396,0.5672,0.085888,0.439119,0.066147,0.3833,0.7547,0.078053
"2026-06","920158.BJ",9.6675,0.2138,0.1419,0.050208,0.25215,0.022111,0.0274,0.6313,0.065306
"2022-12","920007.BJ",3.0749,0.211,0.1968,0.119058,0.328015,0.06862,0.1963,0.2387,0.07763
"2023-12","920007.BJ",3.7954,0.2438,0.1906,0.08664,0.348951,0.064241,0.1542,0.3695,0.097345
"2024-12","920007.BJ",4.289,0.1774,0.116,0.015311,0.209571,0.041352,0.2896,0.3333,0.077702
"2025-12","920007.BJ",4.9999,0.2632,0.1826,0.069552,0.295493,0.052643,0.2091,0.4685,0.093701
"2026-06","920007.BJ",5.7756,0.4984,0.4103,0.109091,0.326673,0.086292,0.1686,0.543,0.094011
"2022-12","920523.BJ",3.1449,0.3551,0.2891,0.210335,0.248738,0.11292,0.348,0.1822,0.057935
"2023-12","920523.BJ",3.233,0.4698,0.4445,0.228103,0.258549,0.145298,0.4434,0.1769,0.054732
"2024-12","920523.BJ",3.7233,0.4157,0.2961,0.177258,0.372118,0.111639,0.2575,0.2626,0.070538
"2025-12","920523.BJ",3.6717,0.4704,0.443,0.206585,0.342121,0.128112,0.5223,0.1794,0.048863
"2026-06","920523.BJ",3.8126,0.5245,0.4171,0.235121,0.309256,0.137557,0.1885,0.2288,0.060016
"2022-12","920425.BJ",3.8017,0.4041,0.3673,0.219749,0.276745,0.106297,0.5096,0.4145,0.109037
"2023-12","920425.BJ",3.9689,0.3225,0.3062,0.11326,0.249858,0.081254,0.3122,0.3148,0.079309
"2024-12","920425.BJ",4.4454,0.3993,0.3434,0.191046,0.217954,0.089829,0.3778,0.4881,0.109803
"2025-12","920425.BJ",4.1187,0.5352,0.4514,0.224265,0.344495,0.129953,0.6698,0.4267,0.103592
"2026-06","920425.BJ",4.4173,0.6636,0.6249,0.226892,0.351395,0.150233,0.8892,0.3732,0.084485
"2022-12","920062.BJ",6.8476,0.4706,0.4111,0.073145,0.362569,0.06873,0.1805,0.7953,0.116148
"2023-12","920062.BJ",7.3757,0.0748,0.0655,-0.025408,0.373852,0.01014,0.4971,0.9674,0.131165
"2024-12","920062.BJ",7.627,0.2387,0.1483,0.028868,0.164109,0.031292,0.1015,0.8791,0.115265
"2025-12","920062.BJ",8.0573,0.2866,0.238,0.052744,0.303667,0.035568,0.1508,1.0255,0.127277
"2026-06","920062.BJ",9.4658,0.3344,0.2159,0.024268,0.362556,0.035327,-0.333,0.9369,0.098974
"2022-12","920092.BJ",4.4632,0.5583,0.5021,0.108142,0.305429,0.125081,0.7555,0.4291,0.096134
"2023-12","920092.BJ",4.976,0.4025,0.3648,0.095768,0.237413,0.080896,0.3769,0.4661,0.093674
"2024-12","920092.BJ",5.4083,0.469,0.3057,0.100854,0.279826,0.086722,0.4511,0.6014,0.111207
"2025-12","920092.BJ",6.0084,0.2938,0.2552,0.079258,0.09757,0.048901,0.0054,0.5229,0.087037
"2026-06","920092.BJ",6.0305,0.5006,0.3878,0.088698,0.31963,0.083005,0.2013,0.6711,0.11128
"2022-12","920082.BJ",4.1413,0.1728,0.1325,0.061066,0.276642,0.041719,0.1926,0.2469,0.059622
"2023-12","920082.BJ",4.3058,0.4481,0.3805,0.1294,0.399605,0.104078,0.6732,0.2378,0.055238
"2024-12","920082.BJ",4.6928,0.3914,0.3332,0.095966,0.244409,0.083401,0.4903,0.3198,0.06814
"2025-12","920082.BJ",5.3062,0.264,0.2314,0.074003,0.378737,0.049759,0.2845,0.37,0.069731
"2026-06","920082.BJ",5.6537,0.4901,0.3786,0.107976,0.293765,0.086691,0.185,0.3353,0.059313
"2022-12","920184.BJ",7.7988,0.289,0.2444,0.060676,0.18876,0.037057,0.3215,0.6247,0.080105
"2023-12","920184.BJ",6.9813,0.3814,0.2789,0.066419,0.322722,0.05463,0.0173,0.6524,0.093453
"2024-12","920184.BJ",7.2139,0.5713,0.3843,0.130374,0.305446,0.079197,0.4227,0.7685,0.106525
"2025-12","920184.BJ",6.327,0.421,0.4105,0.111318,0.166394,0.066541,0.1706,0.7247,0.11454
"2026-06","920184.BJ",6.4886,0.5702,0.5065,0.089974,0.201499,0.087879,0.5068,0.5576,0.085934
"2022-12","920087.BJ",5.1639,0.4029,0.2821,0.133732,0.263237,0.078015,0.5073,0.1583,0.030652
"2023-12","920087.BJ",5.2963,0.2799,0.2769,0.031738,0.287958,0.052855,0.4842,0.1225,0.023123
"2024-12","920087.BJ",5.4365,0.1505,0.1017,0.027173,0.07,0.027679,0.4072,0.1571,0.028897
"2025-12","920087.BJ",5.8588,0.484,0.4323,0.113851,0.257537,0.082612,0.3151,0.1748,0.029842
"2026-06","920087.BJ",6.2882,0.2958,0.1566,0.078575,0.211677,0.047036,0.2109,0.1438,0.022864
"2022-12","920689.BJ",2.2422,0.1834,0.1448,0.154129,0.209213,0.081785,0.2774,0.167,0.074477
"2023-12","920689.BJ",2.69,0.3243,0.2349,0.19665,0.282091,0.120547,0.3469,0.2554,0.094939
"2024-12","920689.BJ",3.3495,0.2885,0.2422,0.144166,0.428876,0.086119,0.2073,0.2796,0.083474
"2025-12","920689.BJ",3.8208,0.4674,0.3713,0.22841,0.232822,0.122336,0.6788,0.3614,0.094578
"2026-06","920689.BJ",4.9032,0.4604,0.36,0.173374,0.309966,0.093892,0.6158,0.3824,0.077989
"2022-12","920870.BJ",4.2118,0.1214,0.0786,0.043395,0.330784,0.028821,0.0045,0.2205,0.052358
"2023-12","920870.BJ",4.8957,0.121,0.0629,0.007399,0.315868,0.024716,0.1801,0.3421,0.069869
"2024-12","920870.BJ",4.945,0.361,0.3282,0.137033,0.335666,0.073,0.5807,0.3092,0.062527
"2025-12","920870.BJ",4.7753,0.3449,0.3108,0.106976,0.255059,0.072222,0.6747,0.3256,0.068184
"2026-06","920870.BJ",5.6821,0.1785,0.1528,0.048179,0.317564,0.031411,0.0836,0.4049,0.071266
"2022-12","920363.BJ",4.3551,0.6704,0.5204,0.222305,0.371406,0.153927,0.8409,0.4944,0.113518
"2023-12","920363.BJ",4.1773,0.5166,0.4288,0.186471,0.320554,0.123658,0.5188,0.4973,0.119052
"2024-12","920363.BJ",4.0186,0.4969,0.3864,0.158146,0.346194,0.123644,0.3602,0.4986,0.124062
"2025-12","920363.BJ",4.2728,0.5369,0.4965,0.18626,0.294115,0.125661,0.4999,0.499,0.11678
"2026-06","920363.BJ",4.1632,0.3801,0.3293,0.133122,0.201419,0.091295,0.3978,0.4651,0.111719
"2022-12","920792.BJ",4.0239,0.1537,0.1152,0.076875,0.247412,0.038201,0.3003,0.0488,0.01212
"2023-12","920792.BJ",4.4557,0.2635,0.2113,0.098742,0.313318,0.059143,0.0956,0.052,0.011663
"2024-12","920792.BJ",5.0019,0.1129,0.0563,0.036739,0.18468,0.022577,0.2415,0.0711,0.014221
"2025-12","920792.BJ",4.9323,0.4519,0.3784,0.109486,0.261773,0.091631,0.2827,0.0718,0.014556
"2026-06","920792.BJ",5.0975,0.4332,0.4078,0.057526,0.07,0.084989,0.4096,0.0539,0.01058
"2022-12","920706.BJ",2.0983,0.3704,0.2897,0.233926,0.286353,0.176528,0.2755,0.2426,0.115606
"2023-12","920706.BJ",2.4545,0.4763,0.4027,0.32,0.328768,0.19405,0.2744,0.2704,0.110181
"2024-12","920706.BJ",2.7983,0.3621,0.3567,0.213768,0.143725,0.129402,0.4509,0.2552,0.091214
"2025-12","920706.BJ",3.2847,0.5362,0.3885,0.278391,0.257101,0.163243,0.561,0.3452,0.105079
"2026-06","920706.BJ",4.2415,0.6512,0.5433,0.292739,0.373037,0.153523,0.6505,0.4362,0.102852
"2022-12","920166.BJ",4.1255,0.2432,0.1921,0.090388,0.316584,0.058958,0.3272,0.2742,0.066457
"2023-12","920166.BJ",4.2793,-0.1268,-0.1279,-0.01779,0.182637,-0.029621,-0.2644,0.3434,0.080252
"2024-12","920166.BJ",4.2807,0.1712,0.1015,0.045379,0.393402,0.039994,0.1069,0.3723,0.086978
"2025-12","920166.BJ",4.7355,0.1764,0.1494,0.058427,0.230869,0.037249,0.1339,0.3847,0.081244
"2026-06","920166.BJ",5.1648,0.3235,0.2763,0.107588,0.215712,0.062634,0.3714,0.3596,0.069623
"2022-12","920221.BJ",2.2785,0.2617,0.2015,0.223104,0.4065,0.114835,0.3512,0.2511,0.110206
"2023-12","920221.BJ",2.4346,0.3377,0.3027,0.262983,0.303343,0.138708,0.2545,0.2561,0.1052
"2024-12","920221.BJ",2.7179,0.3193,0.2981,0.216984,0.437846,0.117486,0.2071,0.3371,0.124033
"2025-12","920221.BJ",3.0582,0.264,0.2365,0.135501,0.329833,0.086312,0.2285,0.3332,0.108967
"2026-06","920221.BJ",3.5688,0.348,0.3225,0.209565,0.360714,0.097516,0.4039,0.3338,0.093519
"2022-12","920924.BJ",2.6146,0.1462,0.1457,0.098836,0.251249,0.05592,0.0643,0.2073,0.079302
"2023-12","920924.BJ",3.0458,0.091,0.0678,0.054338,0.256915,0.029886,-0.0319,0.232,0.07617
"2024-12","920924.BJ",2.8235,0.1726,0.1431,0.078864,0.317352,0.061139,0.3257,0.2957,0.104735
"2025-12","920924.BJ",3.0196,0.1779,0.1352,0.104422,0.273928,0.058928,0.2635,0.3274,0.108442
"2026-06","920924.BJ",3.3319,0.2154,0.1789,0.139111,0.297607,0.064641,0.2187,0.3155,0.094677
"2022-12","920396.BJ",2.6575,0.2297,0.1972,0.127536,0.30458,0.086424,0.2394,0.186,0.070007
"2023-12","920396.BJ",2.8895,0.2115,0.1831,0.146545,0.246029,0.073195,0.1405,0.2122,0.073432
"2024-12","920396.BJ",3.1944,0.1919,0.1542,0.088828,0.305048,0.060058,0.0935,0.2566,0.080335
"2025-12","920396.BJ",3.9838,0.3142,0.2248,0.130269,0.334591,0.078858,0.3079,0.2757,0.069196
"2026-06","920396.BJ",4.1613,0.258,0.2485,0.049588,0.358905,0.062007,0.4676,0.3126,0.075118
"2022-12","920199.BJ",2.2619,0.2447,0.2014,0.171445,0.364457,0.108182,0.3876,0.2871,0.12694
"2023-12","920199.BJ",2.526,0.2431,0.1991,0.122096,0.217749,0.09625,0.1915,0.2894,0.114551
"2024-12","920199.BJ",3.0245,0.3834,0.3658,0.158678,0.301756,0.126761,0.3354,0.2952,0.097606
"2025-12","920199.BJ",3.605,0.3225,0.2246,0.162923,0.357892,0.08946,0.3361,0.3382,0.093807
"2026-06","920199.BJ",4.1321,0.3158,0.2346,0.076269,0.194905,0.076428,0.4563,0.5057,0.122375
"2022-12","920701.BJ",5.3149,0.1767,0.1147,0.062449,0.273616,0.033237,0.204,0.5599,0.105347
"2023-12","920701.BJ",5.5,0.5837,0.4134,0.114282,0.250377,0.106121,0.9309,0.6314,0.114792
"2024-12","920701.BJ",5.6264,0.3412,0.3001,0.052489,0.263229,0.060645,0.5955,0.5746,0.102126
"2025-12","920701.BJ",5.9544,0.0207,-0.0236,0.013299,0.155645,0.00348,-0.1157,0.6149,0.103265
"2026-06","920701.BJ",6.203,0.1797,0.0959,0.031617,0.313924,0.02897,0.452,0.6342,0.102235
"2022-12","920108.BJ",2.2622,0.2883,0.2755,0.216726,0.47923,0.127439,0.2401,0.1429,0.06315
"2023-12","920108.BJ",2.313,0.2284,0.1977,0.149731,0.299903,0.098729,0.1639,0.1778,0.076891
"2024-12","920108.BJ",2.729,0.4234,0.4113,0.261116,0.261606,0.155149,0.4286,0.238,0.087221
"2025-12","920108.BJ",3.0315,0.3415,0.324,0.206137,0.308643,0.112641,0.3772,0.2192,0.072323
"2026-06","920108.BJ",3.3505,0.4305,0.3256,0.22823,0.402856,0.128475,0.2728,0.264,0.078795
"2022-12","920061.BJ",2.3234,0.3676,0.2745,0.218375,0.370852,0.158224,0.368,0.2946,0.126787
"2023-12","920061.BJ",2.9056,0.207,0.1825,0.099372,0.234597,0.071234,0.167,0.4186,0.144059
"2024-12","920061.BJ",3.3664,0.3814,0.2884,0.161065,0.276033,0.113305,0.3842,0.3483,0.103459
"2025-12","920061.BJ",4.0079,0.5578,0.4491,0.2042,0.306698,0.139179,0.4454,0.5914,0.147553
"2026-06","920061.BJ",4.5305,0.4677,0.4408,0.157785,0.38969,0.103235,0.6041,0.4821,0.106404
"2022-12","920578.BJ",2.0786,0.17,0.1294,0.134937,0.316564,0.081794,0.1436,0.2273,0.10937
"2023-12","920578.BJ",2.7021,0.287,0.2516,0.17625,0.294549,0.106198,0.3499,0.2993,0.110757
"2024-12","920578.BJ",2.9724,0.3019,0.2587,0.189049,0.216688,0.101553,0.0381,0.3494,0.117553
"2025-12","920578.BJ",3.1935,0.309,0.2314,0.138656,0.254874,0.096751,0.5174,0.4568,0.143033
"2026-06","920578.BJ",3.66,0.3201,0.2422,0.128879,0.339028,0.087446,0.3122,0.5612,0.153333
"2022-12","920985.BJ",2.5445,0.3498,0.3027,0.239096,0.331417,0.13746,0.25,0.2393,0.09405
"2023-12","920985.BJ",2.8432,0.415,0.3482,0.194762,0.225114,0.145974,0.4677,0.2255,0.079328
"2024-12","920985.BJ",3.1943,0.2719,0.2421,0.138019,0.372132,0.085112,0.2399,0.2178,0.068175
"2025-12","920985.BJ",3.3219,0.4805,0.3866,0.233149,0.195436,0.144646,0.3218,0.3087,0.092935
"2026-06","920985.BJ",3.8519,0.5303,0.4445,0.249879,0.457165,0.137676,0.4688,0.2675,0.069458
"2022-12","920098.BJ",4.8439,0.6745,0.4775,0.131725,0.111786,0.139242,0.7588,0.047,0.009696
"2023-12","920098.BJ",5.4086,0.9855,0.8188,0.108574,0.256562,0.182205,0.7396,0.0406,0.007507
"2024-12","920098.BJ",5.558,0.8208,0.7606,0.150226,0.197475,0.147688,1.1135,0.0527,0.009484
"2025-12","920098.BJ",6.8914,0.8352,0.5986,0.085099,0.287991,0.121198,1.2168,0.0514,0.007464
"2026-06","920098.BJ",7.7563,1.0765,1.0521,0.112369,0.401316,0.138789,1.1895,0.0806,0.010396
"2022-12","920299.BJ",1.3948,0.0156,0.0048,-0.011985,0.457286,0.011207,-0.0172,0.1851,0.132699
"2023-12","920299.BJ",1.8898,0.0989,0.0642,0.133537,0.327694,0.052328,0.0209,0.1832,0.096928
"2024-12","920299.BJ",2.1053,0.0332,0.0268,0.015042,0.377446,0.015783,0.054,0.2238,0.106291
"2025-12","920299.BJ",2.3734,0.0806,0.054,0.094314,0.401191,0.033945,0.0256,0.2655,0.111844
"2026-06","920299.BJ",3.0509,0.1441,0.1139,0.08574,0.217664,0.047237,0.0468,0.3988,0.130701
"2022-12","920056.BJ",4.0317,0.2541,0.194,0.059907,0.296644,0.063025,0.3394,0.0896,0.022229
"2023-12","920056.BJ",4.2626,0.3005,0.2696,0.061495,0.185041,0.070498,0.3579,0.0955,0.022403
"2024-12","920056.BJ",4.9006,0.2998,0.279,0.037951,0.22981,0.061181,0.3846,0.1019,0.020784
"2025-12","920056.BJ",5.7957,0.469,0.4226,0.105062,0.16227,0.080918,0.5522,0.1445,0.024931
"2026-06","920056.BJ",6.2774,0.3005,0.1669,0.063299,0.256316,0.047862,0.0634,0.1173,0.018693
"2022-12","920770.BJ",3.0912,0.3356,0.3025,0.18585,0.304143,0.108564,0.2641,0.2206,0.071359
"2023-12","920770.BJ",3.3892,0.4625,0.3897,0.19237,0.273056,0.136464,0.1907,0.2687,0.079272
"2024-12","920770.BJ",3.6937,0.3469,0.2479,0.138856,0.340971,0.093925,0.493,0.2972,0.080461
"2025-12","920770.BJ",4.1105,0.5501,0.4148,0.193845,0.351506,0.133816,0.6119,0.284,0.069094
"2026-06","920770.BJ",4.7203,0.5069,0.4023,0.188309,0.325473,0.107378,0.3041,0.2954,0.062579
"2022-12","920076.BJ",7.5586,0.7173,0.6275,0.037409,0.194333,0.0949,1.2347,0.2754,0.036438
"2023-12","920076.BJ",7.4511,0.8376,0.7001,0.088669,0.229118,0.112418,0.1015,0.2457,0.032972
"2024-12","920076.BJ",7.4945,0.3854,0.3009,0.016097,0.278117,0.051421,0.6851,0.2913,0.03887
"2025-12","920076.BJ",7.7726,0.2798,0.1582,-0.044321,0.129984,0.035997,0.4704,0.2545,0.032738
"2026-06","920076.BJ",9.0298,0.9631,0.7972,0.065043,0.16224,0.106656,0.6748,0.3168,0.035079
"2022-12","920304.BJ",5.3952,0.236,0.1815,0.042242,0.283696,0.043751,0.2214,0.1151,0.021329
"2023-12","920304.BJ",5.7862,0.3397,0.2985,0.058824,0.188662,0.05871,0.2165,0.1151,0.0199
"2024-12","920304.BJ",6.0258,0.526,0.4436,0.110491,0.294094,0.087291,0.7068,0.1088,0.018055
"2025-12","920304.BJ",6.1093,0.3071,0.2834,0.048453,0.254121,0.050266,0.1846,0.1181,0.019329
"2026-06","920304.BJ",6.3404,0.5268,0.5243,0.102101,0.14921,0.083089,0.4013,0.1359,0.021437
"2022-12","920180.BJ",2.9945,0.3239,0.3057,0.173324,0.228334,0.108173,0.4218,0.2377,0.079374
"2023-12","920180.BJ",3.0932,0.2384,0.1887,0.16388,0.349782,0.077073,0.1157,0.2655,0.085839
"2024-12","920180.BJ",3.4544,0.3729,0.2796,0.197666,0.407527,0.10796,0.4,0.3508,0.101559
"2025-12","920180.BJ",3.9636,0.3126,0.2838,0.113265,0.331471,0.078868,0.322,0.3597,0.090754
"2026-06","920180.BJ",4.4965,0.3894,0.3021,0.156764,0.289385,0.086602,0.2636,0.414,0.092071
"2022-12","920703.BJ",2.1818,0.2162,0.2183,0.2159,0.303035,0.09908,0.3431,0.1631,0.074767
"2023-12","920703.BJ",2.4723,0.2619,0.2305,0.167518,0.260037,0.105933,0.2651,0.1724,0.069739
"2024-12","920703.BJ",2.7038,0.2127,0.1865,0.154232,0.274535,0.078673,0.1828,0.21,0.077659
"2025-12","920703.BJ",2.8746,0.3721,0.3222,0.248269,0.210813,0.129439,0.5524,0.2629,0.091453
"2026-06","920703.BJ",3.2512,0.1739,0.1567,0.116148,0.366932,0.053486,0.1192,0.2923,0.089899
"2022-12","920837.BJ",4.1841,0.6322,0.4694,0.161176,0.181767,0.151093,0.4594,0.4465,0.10671
"2023-12","920837.BJ",4.4858,0.4077,0.3715,0.075541,0.33971,0.090894,0.4926,0.411,0.091615
"2024-12","920837.BJ",4.9854,0.4363,0.3391,0.093656,0.288482,0.087508,0.5752,0.3853,0.07728
"2025-12","920837.BJ",4.7801,0.4043,0.3283,0.14057,0.2348,0.084586,0.187,0.399,0.083479
"2026-06","920837.BJ",5.6603,0.6183,0.5509,0.13045,0.198243,0.109236,0.8013,0.584,0.103166
"2022-12","920183.BJ",2.7845,0.0915,0.0652,0.027139,0.257991,0.032871,0.069,0.3345,0.120126
"2023-12","920183.BJ",3.3077,0.0672,0.0512,0.019148,0.38379,0.020325,0.1004,0.3815,0.115339
"2024-12","920183.BJ",3.8471,0.0365,-0.0043,-0.004687,0.325655,0.009495,-0.0728,0.408,0.106044
"2025-12","920183.BJ",3.8794,0.1164,0.0677,0.072714,0.25642,0.03,0.1795,0.5443,0.140298
"2026-06","920183.BJ",4.8199,0.171,0.1182,0.08489,0.229245,0.035468,0.0772,0.61,0.126551
"2022-12","920627.BJ",1.9424,0.1447,0.1026,0.075916,0.315451,0.074494,0.1345,0.2042,0.105125
"2023-12","920627.BJ",2.307,0.1932,0.15,0.145359,0.315253,0.083748,0.2697,0.1841,0.079782
"2024-12","920627.BJ",2.855,0.059,0.0447,0.013259,0.334131,0.020675,-0.054,0.3083,0.107979
"2025-12","920627.BJ",3.1969,0.1741,0.1076,0.111831,0.347942,0.054461,-0.0321,0.2936,0.091827
"2026-06","920627.BJ",3.8902,0.3379,0.3045,0.073824,0.285523,0.086866,0.0883,0.3662,0.094122
"2022-12","920670.BJ",4.5296,0.1491,0.0747,0.018747,0.252809,0.032913,0.419,0.3234,0.071391
"2023-12","920670.BJ",5.2492,0.0506,0.0257,-0.006318,0.293069,0.00964,0.0609,0.3938,0.075028
"2024-12","920670.BJ",5.3304,0.1649,0.0936,0.014839,0.180809,0.03094,0.096,0.393,0.07373
"2025-12","920670.BJ",5.5081,0.0286,-0.0266,0.018761,0.33675,0.005188,0.1638,0.4093,0.074308
"2026-06","920670.BJ",5.5182,0.3925,0.3779,0.116517,0.33861,0.071124,0.4174,0.3844,0.069665
"2022-12","920371.BJ",3.8018,0.1991,0.1858,0.057917,0.215195,0.052357,0.2572,0.245,0.064446
"2023-12","920371.BJ",3.7226,0.2314,0.2001,0.11233,0.169358,0.062161,0.2896,0.233,0.062591
"2024-12","920371.BJ",4.5883,0.248,0.1713,0.098373,0.148499,0.054059,0.0716,0.2136,0.046556
"2025-12","920371.BJ",4.9225,0.2344,0.1576,0.060295,0.261516,0.047614,0.2869,0.234,0.047545
"2026-06","920371.BJ",5.5027,0.2071,0.1124,0.049652,0.235917,0.037635,0.0111,0.3192,0.058008
"2022-12","920690.BJ",1.7614,0.2067,0.1663,0.300059,0.304059,0.11732,0.2402,0.139,0.078922
"2023-12","920690.BJ",1.926,0.123,0.0946,0.15958,0.186542,0.063886,0.0786,0.1723,0.089474
"2024-12","920690.BJ",1.9526,0.1752,0.1384,0.172828,0.483048,0.089748,0.1816,0.197,0.100893
"2025-12","920690.BJ",2.0136,0.1013,0.0804,0.149681,0.385856,0.050312,0.1022,0.1991,0.098859
"2026-06","920690.BJ",2.34,0.1932,0.1333,0.215923,0.313612,0.082544,0.1038,0.1743,0.07448
"2022-12","920547.BJ",2.0047,-0.018,-0.0389,0.028179,0.231152,-0.008994,-0.0403,0.176,0.087793
"2023-12","920547.BJ",2.4545,-0.0246,-0.0219,-0.040385,0.311614,-0.010019,-0.0306,0.1651,0.067266
"2024-12","920547.BJ",3.3752,0.0035,-0.0054,-0.010612,0.326774,0.001044,-0.1082,0.218,0.064583
"2025-12","920547.BJ",4.0965,0.1384,0.0967,0.057008,0.32334,0.033785,0.2191,0.3497,0.08536
"2026-06","920547.BJ",5.0044,0.0386,-0.015,0.039439,0.360825,0.007707,0.14,0.3931,0.078549
"2022-12","920237.BJ",2.3364,0.2647,0.2059,0.138472,0.309244,0.113313,0.4153,0.1642,0.070279
"2023-12","920237.BJ",2.5723,0.2429,0.2052,0.117646,0.165604,0.094438,0.2872,0.2538,0.098655
"2024-12","920237.BJ",2.8895,0.2149,0.1653,0.089102,0.254238,0.074391,0.3306,0.2163,0.074867
"2025-12","920237.BJ",3.4579,0.4444,0.3534,0.22318,0.202619,0.128517,0.2869,0.2395,0.069254
"2026-06","920237.BJ",3.5763,0.4652,0.3736,0.231132,0.221435,0.130071,0.7545,0.316,0.088372
